time,afvoer (m3/s),daling gws (m),bodemvocht (mm),neerslagtekort (mm),totaal,grasland,kapitaalintensieve teelten uitgezonderd
2010-01-01,,,,,,,
2010-01-02,,,,,,,
2010-01-03,,,,,,,
2010-01-04,,,,,,,
2010-01-05,,,,,,,
2010-01-06,,,,,,,
2010-01-07,,,,,,,
2010-01-08,,,,,,,
2010-01-09,,,,,,,
2010-01-10,,,,,,,
2010-01-11,,,,,,,
2010-01-12,,,,,,,
2010-01-13,,,,,,,
2010-01-14,,,,,,,
2010-01-15,,,,,,,
2010-01-16,,,,,,,
2010-01-17,,,,,,,
2010-01-18,,,,,,,
2010-01-19,,,,,,,
2010-01-20,,,,,,,
2010-01-21,,,,,,,
2010-01-22,,,,,,,
2010-01-23,,,,,,,
2010-01-24,,,,,,,
2010-01-25,,,,,,,
2010-01-26,,,,,,,
2010-01-27,,,,,,,
2010-01-28,,,,,,,
2010-01-29,,,,,,,
2010-01-30,,,,,,,
2010-01-31,,,,,,,
2010-02-01,,,,,,,
2010-02-02,,,,,,,
2010-02-03,,,,,,,
2010-02-04,,,,,,,
2010-02-05,,,,,,,
2010-02-06,,,,,,,
2010-02-07,,,,,,,
2010-02-08,,,,,,,
2010-02-09,,,,,,,
2010-02-10,,,,,,,
2010-02-11,,,,,,,
2010-02-12,,,,,,,
2010-02-13,,,,,,,
2010-02-14,,,,,,,
2010-02-15,,,,,,,
2010-02-16,,,,,,,
2010-02-17,,,,,,,
2010-02-18,,,,,,,
2010-02-19,,,,,,,
2010-02-20,,,,,,,
2010-02-21,,,,,,,
2010-02-22,,,,,,,
2010-02-23,,,,,,,
2010-02-24,,,,,,,
2010-02-25,,,,,,,
2010-02-26,,,,,,,
2010-02-27,,,,,,,
2010-02-28,,,,,,,
2010-03-01,,,,,,,
2010-03-02,,,,,,,
2010-03-03,,,,,,,
2010-03-04,,,,,,,
2010-03-05,,,,,,,
2010-03-06,,,,,,,
2010-03-07,,,,,,,
2010-03-08,,,,,,,
2010-03-09,,,,,,,
2010-03-10,,,,,,,
2010-03-11,,,,,,,
2010-03-12,,,,,,,
2010-03-13,,,,,,,
2010-03-14,,,,,,,
2010-03-15,,,,,,,
2010-03-16,,,,,,,
2010-03-17,,,,,,,
2010-03-18,,,,,,,
2010-03-19,,,,,,,
2010-03-20,,,,,,,
2010-03-21,,,,,,,
2010-03-22,,,,,,,
2010-03-23,,,,,,,
2010-03-24,,,,,,,
2010-03-25,,,,,,,
2010-03-26,,,,,,,
2010-03-27,,,,,,,
2010-03-28,,,,,,,
2010-03-29,,,,,,,
2010-03-30,,,,,,,
2010-03-31,,,,,,,
2010-04-01,,0.0,,-0.28079999999999994,,,
2010-04-02,,-0.009999999999999787,,-9.1777,,,
2010-04-03,,0.14000000000000057,,-11.5261,,,
2010-04-04,,0.0600000000000005,,-10.5261,,,
2010-04-05,,0.030000000000001137,,-8.9261,,,
2010-04-06,,-0.019999999999999574,,-6.5393,,,
2010-04-07,,-0.08000000000000007,,-5.9549,,,
2010-04-08,,-0.10999999999999943,,-4.6549000000000005,,,
2010-04-09,,-0.129999999999999,,-2.4549000000000003,,,
2010-04-10,,-0.15000000000000036,,-0.35660000000000025,,,
2010-04-11,,-0.16999999999999993,,0.9433999999999998,,,
2010-04-12,,-0.1999999999999993,,3.5427,,,
2010-04-13,,-0.21999999999999886,,6.3427,,,
2010-04-14,,-0.2599999999999998,,8.7361,,,
2010-04-15,,-0.28999999999999915,,11.7361,,,
2010-04-16,,,,13.4361,,,
2010-04-17,,-0.28999999999999915,,16.6361,,,
2010-04-18,,-0.33000000000000007,,19.8361,,,
2010-04-19,,-0.33999999999999986,,22.8361,,,
2010-04-20,,-0.3699999999999992,,25.736099999999997,,,
2010-04-21,,,,28.036099999999998,,,
2010-04-22,,-0.40000000000000036,,29.936099999999996,,,
2010-04-23,,-0.4299999999999997,,33.23609999999999,,,
2010-04-24,,-0.4399999999999995,,35.716699999999996,,,
2010-04-25,,-0.46999999999999886,,38.4167,,,
2010-04-26,,-0.4900000000000002,,40.216699999999996,,,
2010-04-27,,-0.4800000000000004,,43.716699999999996,,,
2010-04-28,,-0.4599999999999991,,46.5558,,,
2010-04-29,,-0.5,,47.8752,,,
2010-04-30,,-0.5099999999999998,,47.867599999999996,,,
2010-05-01,,-0.5,,35.2782,,,
2010-05-02,,-0.4599999999999991,,35.467,,,
2010-05-03,,-0.46999999999999886,,35.867,,,
2010-05-04,,-0.4499999999999993,,38.367,,,
2010-05-05,,-0.4399999999999995,,40.3028,,,
2010-05-06,,-0.4800000000000004,,41.1706,,,
2010-05-07,,-0.4900000000000002,,42.2706,,,
2010-05-08,,-0.5,,43.4685,,,
2010-05-09,,-0.5199999999999996,,45.0685,,,
2010-05-10,,-0.5299999999999994,,36.1392,,,
2010-05-11,,-0.5,,36.264700000000005,,,
2010-05-12,,-0.4900000000000002,,36.7644,,,
2010-05-13,,-0.4900000000000002,,37.5644,,,
2010-05-14,,-0.5099999999999998,,39.0644,,,
2010-05-15,,-0.5399999999999991,,41.5716,,,
2010-05-16,,-0.5700000000000003,,43.263099999999994,,,
2010-05-17,,-0.5899999999999999,,45.863099999999996,,,
2010-05-18,,-0.5899999999999999,,49.263099999999994,,,
2010-05-19,,-0.6099999999999994,,53.4631,,,
2010-05-20,,-0.6199999999999992,,57.854499999999994,,,
2010-05-21,,-0.629999999999999,,62.15449999999999,,,
2010-05-22,,-0.6399999999999988,,66.55449999999999,,,
2010-05-23,,-0.629999999999999,,71.35449999999999,,,
2010-05-24,,-0.6699999999999999,,76.2545,,,
2010-05-25,,-0.6699999999999999,,77.2735,,,
2010-05-26,,-0.6999999999999993,,77.7339,,,
2010-05-27,,-0.7300000000000004,,79.93390000000001,,,
2010-05-28,,-0.7400000000000002,,78.4812,,,
2010-05-29,,-0.7300000000000004,,79.6704,,,
2010-05-30,,-0.7699999999999996,,79.5909,,,
2010-05-31,,-0.7599999999999998,,80.79090000000001,,,
2010-06-01,,-0.7799999999999994,,83.283,,,
2010-06-02,,-0.7999999999999989,,88.283,,,
2010-06-03,,-0.7999999999999989,,93.383,,,
2010-06-04,,-0.8200000000000003,,98.583,,,
2010-06-05,,-0.8200000000000003,,101.5651,,,
2010-06-06,,-0.8399999999999999,,104.3604,,,
2010-06-07,,-0.8300000000000001,,99.4647,,,
2010-06-08,,-0.8499999999999996,,93.2439,,,
2010-06-09,,-0.8399999999999999,,93.3599,,,
2010-06-10,,-0.8499999999999996,,94.95989999999999,,,
2010-06-11,,-0.8699999999999992,,97.55989999999998,,,
2010-06-12,,-0.8899999999999988,,100.93559999999998,,,
2010-06-13,,-0.9000000000000004,,103.33559999999999,,,
2010-06-14,,-0.9299999999999997,,107.23559999999999,,,
2010-06-15,,-0.9299999999999997,,111.70649999999999,,,
2010-06-16,,-0.9399999999999995,,116.80649999999999,,,
2010-06-17,,-0.9499999999999993,,121.60649999999998,,,
2010-06-18,,-0.9499999999999993,,120.07159999999999,,,
2010-06-19,,-0.9900000000000002,,122.23649999999999,,,
2010-06-20,,-1.0099999999999998,,123.6365,,,
2010-06-21,,-1.0199999999999996,,127.73649999999999,,,
2010-06-22,,-1.0299999999999994,,132.4365,,,
2010-06-23,,-1.0399999999999991,,137.5365,,,
2010-06-24,,-1.0600000000000005,,141.8365,,,
2010-06-25,,-1.08,,146.1365,,,
2010-06-26,,-1.1099999999999994,,150.93650000000002,,,
2010-06-27,,-1.129999999999999,,156.43650000000002,,,
2010-06-28,,-1.1500000000000004,,161.62030000000001,,,
2010-06-29,,-1.17,,166.5163,,,
2010-06-30,,-1.1899999999999995,,,,1.0,
2010-07-01,,-1.209999999999999,,170.9163,,1.0,
2010-07-02,,-1.2400000000000002,,170.8642,,1.0,
2010-07-03,,-1.2599999999999998,,173.9642,,1.0,
2010-07-04,,-1.2699999999999996,,177.7615,,1.0,
2010-07-05,,-1.299999999999999,,180.66150000000002,,1.0,
2010-07-06,,-1.299999999999999,,184.96150000000003,,1.0,
2010-07-07,,-1.3200000000000003,,189.76130000000003,,1.0,
2010-07-08,,-1.33,,194.85360000000003,,1.0,
2010-07-09,,-1.3599999999999994,,162.69760000000002,,1.0,
2010-07-10,,-1.3100000000000005,,166.97770000000003,,1.0,
2010-07-11,,-1.299999999999999,,166.64370000000002,,1.0,
2010-07-12,,-1.299999999999999,,169.70450000000002,,1.0,
2010-07-13,,-1.3100000000000005,,159.71640000000002,,1.0,
2010-07-14,,-1.3100000000000005,,160.8753,,1.0,
2010-07-15,,-1.3100000000000005,,162.5599,,1.0,
2010-07-16,,-1.3200000000000003,,164.7343,,1.0,
2010-07-17,,-1.33,,168.428,,1.0,
2010-07-18,,-1.33,,173.3279,,1.0,
2010-07-19,,-1.3399999999999999,,178.3277,,1.0,
2010-07-20,,-1.3499999999999996,,182.2227,,1.0,
2010-07-21,,-1.3699999999999992,,185.1222,,1.0,
2010-07-22,,-1.379999999999999,,185.1712,,1.0,
2010-07-23,,-1.4000000000000004,,187.7712,,1.0,
2010-07-24,,-1.4000000000000004,,190.1857,,1.0,
2010-07-25,,,,,,1.0,
2010-07-26,,-1.4000000000000004,,182.5431,,1.0,
2010-07-27,,-1.4000000000000004,,178.24130000000002,,1.0,
2010-07-28,,-1.3899999999999988,,178.31190000000004,,1.0,
2010-07-29,,-1.3899999999999988,,180.97210000000004,,1.0,
2010-07-30,,-1.3899999999999988,,183.69710000000003,,1.0,
2010-07-31,,-1.4000000000000004,,186.48440000000002,,1.0,
2010-08-01,,-1.4000000000000004,,178.4532,,1.0,
2010-08-02,,-1.379999999999999,,179.2119,,1.0,
2010-08-03,,-1.3599999999999994,,179.20450000000002,,1.0,
2010-08-04,,-1.3699999999999992,,177.6451,,,
2010-08-05,,,,179.54510000000002,,,
2010-08-06,,,,171.18810000000002,,,
2010-08-07,,,,172.16610000000003,,,
2010-08-08,,-1.3699999999999992,,175.45140000000004,,,
2010-08-09,,-1.379999999999999,,174.84950000000003,,,
2010-08-10,,,,176.83400000000003,,,
2010-08-11,,,,180.08880000000002,,,
2010-08-12,,-1.4000000000000004,,181.87300000000002,,,
2010-08-13,,-1.4100000000000001,,185.573,,,
2010-08-14,,-1.4100000000000001,,179.0732,,,
2010-08-15,,-1.3899999999999988,,175.82090000000002,,,
2010-08-16,,-1.3699999999999992,,173.3848,,,
2010-08-17,,-1.3499999999999996,,174.36210000000003,,,
2010-08-18,,-1.3599999999999994,,177.26120000000003,,,
2010-08-19,,-1.3599999999999994,,179.56120000000004,,,
2010-08-20,,-1.3699999999999992,,183.16110000000003,,,
2010-08-21,,-1.3599999999999994,,185.43270000000004,,,
2010-08-22,,-1.3399999999999999,,,,,
2010-08-23,,-1.3699999999999992,,187.01780000000005,,,
2010-08-24,,-1.379999999999999,,185.93590000000006,,,
2010-08-25,0.75,-1.3599999999999994,,135.24070000000006,,,
2010-08-26,0.78,-1.0299999999999994,,127.52810000000007,,,
2010-08-27,12.81,-0.9499999999999993,,120.11640000000007,,,
2010-08-28,5.11,-0.7699999999999996,,108.20330000000007,,,
2010-08-29,3.82,-0.6199999999999992,,104.65910000000007,,,
2010-08-30,4.72,-0.5600000000000005,,,,,
2010-08-31,3.69,-0.5600000000000005,,107.15910000000007,,,
2010-09-01,2.35,-0.5800000000000001,,109.56580000000007,,,
2010-09-02,1.87,-0.5999999999999996,,111.46580000000007,,,
2010-09-03,1.55,-0.6199999999999992,,113.06580000000007,,,
2010-09-04,1.43,-0.6399999999999988,,116.06580000000007,,,
2010-09-05,1.37,-0.6399999999999988,,118.63730000000007,,,
2010-09-06,1.27,-0.5899999999999999,,106.41190000000006,,,
2010-09-07,1.41,-0.5099999999999998,,95.09620000000007,,,
2010-09-08,2.14,-0.46999999999999886,,92.16950000000007,,,
2010-09-09,2.98,-0.4800000000000004,,92.01780000000007,,,
2010-09-10,2.86,-0.4800000000000004,,92.97800000000007,,,
2010-09-11,2.0,-0.5199999999999996,,91.82390000000007,,,
2010-09-12,1.73,-0.5199999999999996,,92.83960000000006,,,
2010-09-13,1.62,-0.5199999999999996,,88.67430000000006,,,
2010-09-14,1.33,-0.3899999999999988,,78.30220000000006,,,
2010-09-15,2.03,-0.379999999999999,,74.46230000000006,,,
2010-09-16,2.7,-0.3899999999999988,,75.01550000000006,,,
2010-09-17,2.85,-0.41999999999999993,,76.31090000000006,,,
2010-09-18,2.2,-0.4499999999999993,,78.31090000000006,,,
2010-09-19,1.76,-0.4800000000000004,,79.71090000000007,,,
2010-09-20,1.45,-0.5399999999999991,,81.01090000000006,,,
2010-09-21,1.38,-0.5499999999999989,,82.81090000000006,,,
2010-09-22,1.27,-0.5600000000000005,,76.82510000000006,,,
2010-09-23,1.24,-0.5,,75.03940000000006,,,
2010-09-24,1.7,-0.5399999999999991,,67.16930000000006,,,
2010-09-25,1.99,-0.379999999999999,,64.97210000000007,,,
2010-09-26,2.53,-0.3899999999999988,,59.41200000000007,,,
2010-09-27,2.59,-0.34999999999999964,,59.91200000000007,,,
2010-09-28,2.69,-0.35999999999999943,,60.31200000000007,,,
2010-09-29,2.54,-0.3699999999999992,,60.34570000000007,,,
2010-09-30,2.08,-0.379999999999999,,51.64090000000007,,,
2010-10-01,,,,,,,
2010-10-02,,,,,,,
2010-10-03,,,,,,,
2010-10-04,,,,,,,
2010-10-05,,,,,,,
2010-10-06,,,,,,,
2010-10-07,,,,,,,
2010-10-08,,,,,,,
2010-10-09,,,,,,,
2010-10-10,,,,,,,
2010-10-11,,,,,,,
2010-10-12,,,,,,,
2010-10-13,,,,,,,
2010-10-14,,,,,,,
2010-10-15,,,,,,,
2010-10-16,,,,,,,
2010-10-17,,,,,,,
2010-10-18,,,,,,,
2010-10-19,,,,,,,
2010-10-20,,,,,,,
2010-10-21,,,,,,,
2010-10-22,,,,,,,
2010-10-23,,,,,,,
2010-10-24,,,,,,,
2010-10-25,,,,,,,
2010-10-26,,,,,,,
2010-10-27,,,,,,,
2010-10-28,,,,,,,
2010-10-29,,,,,,,
2010-10-30,,,,,,,
2010-10-31,,,,,,,
2010-11-01,,,,,,,
2010-11-02,,,,,,,
2010-11-03,,,,,,,
2010-11-04,,,,,,,
2010-11-05,,,,,,,
2010-11-06,,,,,,,
2010-11-07,,,,,,,
2010-11-08,,,,,,,
2010-11-09,,,,,,,
2010-11-10,,,,,,,
2010-11-11,,,,,,,
2010-11-12,,,,,,,
2010-11-13,,,,,,,
2010-11-14,,,,,,,
2010-11-15,,,,,,,
2010-11-16,,,,,,,
2010-11-17,,,,,,,
2010-11-18,,,,,,,
2010-11-19,,,,,,,
2010-11-20,,,,,,,
2010-11-21,,,,,,,
2010-11-22,,,,,,,
2010-11-23,,,,,,,
2010-11-24,,,,,,,
2010-11-25,,,,,,,
2010-11-26,,,,,,,
2010-11-27,,,,,,,
2010-11-28,,,,,,,
2010-11-29,,,,,,,
2010-11-30,,,,,,,
2010-12-01,,,,,,,
2010-12-02,,,,,,,
2010-12-03,,,,,,,
2010-12-04,,,,,,,
2010-12-05,,,,,,,
2010-12-06,,,,,,,
2010-12-07,,,,,,,
2010-12-08,,,,,,,
2010-12-09,,,,,,,
2010-12-10,,,,,,,
2010-12-11,,,,,,,
2010-12-12,,,,,,,
2010-12-13,,,,,,,
2010-12-14,,,,,,,
2010-12-15,,,,,,,
2010-12-16,,,,,,,
2010-12-17,,,,,,,
2010-12-18,,,,,,,
2010-12-19,,,,,,,
2010-12-20,,,,,,,
2010-12-21,,,,,,,
2010-12-22,,,,,,,
2010-12-23,,,,,,,
2010-12-24,,,,,,,
2010-12-25,,,,,,,
2010-12-26,,,,,,,
2010-12-27,,,,,,,
2010-12-28,,,,,,,
2010-12-29,,,,,,,
2010-12-30,,,,,,,
2010-12-31,,,,,,,
2011-01-01,,,,,,,
2011-01-02,,,,,,,
2011-01-03,,,,,,,
2011-01-04,,,,,,,
2011-01-05,,,,,,,
2011-01-06,,,,,,,
2011-01-07,,,,,,,
2011-01-08,,,,,,,
2011-01-09,,,,,,,
2011-01-10,,,,,,,
2011-01-11,,,,,,,
2011-01-12,,,,,,,
2011-01-13,,,,,,,
2011-01-14,,,,,,,
2011-01-15,,,,,,,
2011-01-16,,,,,,,
2011-01-17,,,,,,,
2011-01-18,,,,,,,
2011-01-19,,,,,,,
2011-01-20,,,,,,,
2011-01-21,,,,,,,
2011-01-22,,,,,,,
2011-01-23,,,,,,,
2011-01-24,,,,,,,
2011-01-25,,,,,,,
2011-01-26,,,,,,,
2011-01-27,,,,,,,
2011-01-28,,,,,,,
2011-01-29,,,,,,,
2011-01-30,,,,,,,
2011-01-31,,,,,,,
2011-02-01,,,,,,,
2011-02-02,,,,,,,
2011-02-03,,,,,,,
2011-02-04,,,,,,,
2011-02-05,,,,,,,
2011-02-06,,,,,,,
2011-02-07,,,,,,,
2011-02-08,,,,,,,
2011-02-09,,,,,,,
2011-02-10,,,,,,,
2011-02-11,,,,,,,
2011-02-12,,,,,,,
2011-02-13,,,,,,,
2011-02-14,,,,,,,
2011-02-15,,,,,,,
2011-02-16,,,,,,,
2011-02-17,,,,,,,
2011-02-18,,,,,,,
2011-02-19,,,,,,,
2011-02-20,,,,,,,
2011-02-21,,,,,,,
2011-02-22,,,,,,,
2011-02-23,,,,,,,
2011-02-24,,,,,,,
2011-02-25,,,,,,,
2011-02-26,,,,,,,
2011-02-27,,,,,,,
2011-02-28,,,,,,,
2011-03-01,,,,,,,
2011-03-02,,,,,,,
2011-03-03,,,,,,,
2011-03-04,,,,,,,
2011-03-05,,,,,,,
2011-03-06,,,,,,,
2011-03-07,,,,,,,
2011-03-08,,,,,,,
2011-03-09,,,,,,,
2011-03-10,,,,,,,
2011-03-11,,,,,,,
2011-03-12,,,,,,,
2011-03-13,,,,,,,
2011-03-14,,,,,,,
2011-03-15,,,,,,,
2011-03-16,,,,,,,
2011-03-17,,,,,,,
2011-03-18,,,,,,,
2011-03-19,,,,,,,
2011-03-20,,,,,,,
2011-03-21,,,,,,,
2011-03-22,,,,,,,
2011-03-23,,,,,,,
2011-03-24,,,,,,,
2011-03-25,,,,,,,
2011-03-26,,,,,,,
2011-03-27,,,,,,,
2011-03-28,,,,,,,
2011-03-29,,,,,,,
2011-03-30,,,,,,,
2011-03-31,,,,,,,
2011-04-01,2.12,0.0,,0.672,,,
2011-04-02,1.93,-0.014428571428571171,,0.35819999999999996,,,
2011-04-03,1.93,-0.04142857142857169,,1.9582000000000002,,,
2011-04-04,1.82,-0.047428571428571153,,2.9109,,,
2011-04-05,1.33,-0.06314285714285692,,3.6109,,,
2011-04-06,1.48,-0.06885714285714288,,6.5108999999999995,,,
2011-04-07,1.53,-0.06957142857142833,,9.210899999999999,,,
2011-04-08,1.46,-0.08499999999999996,,12.110899999999999,,,
2011-04-09,1.3,-0.09599999999999996,,14.910899999999998,,,
2011-04-10,1.25,-0.09699999999999966,,16.264999999999997,,,
2011-04-11,1.15,-0.12142857142857125,,18.484599999999997,,,
2011-04-12,0.99,-0.11828571428571408,,20.684599999999996,,,
2011-04-13,1.08,-0.1295714285714287,,23.284599999999998,,,
2011-04-14,1.07,-0.1425714285714286,,24.382599999999996,,,
2011-04-15,1.09,-0.15328571428571422,,26.682599999999997,,,
2011-04-16,1.03,-0.16442857142857115,,28.582599999999996,,,
2011-04-17,1.1,-0.16185714285714273,,31.078999999999997,,,
2011-04-18,1.01,-0.17385714285714268,,34.57899999999999,,,
2011-04-19,,-0.1891428571428571,,38.373799999999996,,,
2011-04-20,,-0.19014285714285734,,41.9738,,,
2011-04-21,,-0.19642857142857142,,43.9758,,,
2011-04-22,,-0.21328571428571422,,46.9685,,,
2011-04-23,,-0.23157142857142862,,50.8459,,,
2011-04-24,,-0.24371428571428563,,54.6453,,,
2011-04-25,,-0.2528571428571428,,58.7417,,,
2011-04-26,,-0.26342857142857123,,61.9992,,,
2011-04-27,,-0.263,,62.1025,,,
2011-04-28,,-0.26828571428571407,,58.3335,,,
2011-04-29,,-0.273142857142857,,61.4335,,,
2011-04-30,,-0.28999999999999965,,65.43350000000001,,,
2011-05-01,,-0.29914285714285693,,69.5335,,,
2011-05-02,,-0.31171428571428567,,73.43350000000001,,,
2011-05-03,0.62,-0.3309999999999999,,77.33350000000002,,,
2011-05-04,,-0.336285714285714,,80.03350000000002,,,
2011-05-05,,-0.339285714285714,,83.63350000000001,,,
2011-05-06,0.37,-0.35185714285714276,,87.2335,,,
2011-05-07,0.48,-0.37128571428571416,,91.259,,,
2011-05-08,0.44,-0.3857142857142855,,93.4937,,,
2011-05-09,0.38,-0.38814285714285685,,92.9028,,,
2011-05-10,0.32,-0.39114285714285685,,95.7025,,,
2011-05-11,0.34,-0.39599999999999963,,99.9025,,,
2011-05-12,0.38,-0.4098571428571426,,103.2025,,,
2011-05-13,0.16,-0.4192857142857142,,103.7886,,,
2011-05-14,0.13,-0.43571428571428555,,106.0213,,,
2011-05-15,0.34,-0.4379999999999997,,108.82039999999999,,,
2011-05-16,0.2,-0.43814285714285706,,108.98589999999999,,,
2011-05-17,0.3,-0.4351428571428568,,110.98589999999999,,,
2011-05-18,0.06,-0.44899999999999973,,112.98579999999998,,,
2011-05-19,0.3,-0.4545714285714286,,114.58579999999998,,,
2011-05-20,,-0.4662857142857141,,117.98579999999998,,,
2011-05-21,,-0.4571428571428569,,116.21559999999998,,,
2011-05-22,,-0.47528571428571414,,119.21559999999998,,,
2011-05-23,,-0.4934285714285714,,123.61369999999998,,,
2011-05-24,,-0.49128571428571394,,127.61369999999998,,,
2011-05-25,0.27,-0.49257142857142827,,131.68789999999998,,,
2011-05-26,0.15,-0.4984285714285714,,126.65419999999999,,,
2011-05-27,0.17,-0.5001428571428569,,128.20669999999998,,,
2011-05-28,0.37,-0.5104285714285712,,130.90669999999997,,,
2011-05-29,0.23,-0.5127142857142858,,133.98569999999998,,,
2011-05-30,0.27,-0.5372857142857141,,133.99839999999998,,,
2011-05-31,0.23,-0.544142857142857,,135.09839999999997,,,
2011-06-01,0.24,-0.5518571428571428,,139.79839999999996,,,
2011-06-02,0.29,-0.5409999999999998,,144.79839999999996,,,
2011-06-03,0.2,-0.5529999999999999,,149.99749999999995,,,
2011-06-04,0.17,-0.5535714285714285,,150.97099999999995,,,
2011-06-05,0.18,-0.5564285714285712,,128.31669999999994,,,
2011-06-06,0.25,-0.5177142857142857,,122.00559999999994,,,
2011-06-07,3.13,-0.5258571428571427,,122.25339999999994,,,
2011-06-08,1.25,-0.5378571428571429,,125.15159999999995,,,
2011-06-09,0.9,-0.5388571428571426,,125.36289999999994,,,
2011-06-10,0.62,-0.5414285714285711,,125.42999999999994,,,
2011-06-11,0.53,-0.5451428571428572,,127.92119999999994,,,
2011-06-12,0.62,-0.5457142857142855,,130.05199999999994,,,
2011-06-13,0.44,-0.5539999999999997,,131.95199999999994,,,
2011-06-14,0.51,-0.5532857142857139,,135.97789999999995,,,
2011-06-15,0.44,-0.5472857142857139,,124.02929999999995,,,
2011-06-16,0.45,-0.5268571428571426,,121.41049999999996,,,
2011-06-17,0.89,-0.5247142857142855,,114.93759999999996,,,
2011-06-18,0.86,-0.5147142857142857,,110.53459999999995,,,
2011-06-19,0.84,-0.5024285714285712,,108.05839999999995,,,
2011-06-20,1.31,-0.49542857142857116,,109.73259999999995,,,
2011-06-21,0.95,-0.4888571428571427,,107.27599999999995,,,
2011-06-22,0.97,-0.4914285714285715,,103.62119999999996,,,
2011-06-23,0.89,-0.48385714285714265,,104.82539999999996,,,
2011-06-24,0.95,-0.4765714285714286,,105.50269999999996,,,
2011-06-25,0.93,-0.4735714285714285,,106.30269999999996,,,
2011-06-26,0.85,-0.4648571428571428,,109.00269999999996,,,
2011-06-27,1.03,-0.4721428571428571,,98.12689999999996,,,
2011-06-28,0.72,-0.4709999999999997,,101.24129999999997,,,
2011-06-29,1.74,-0.46871428571428553,,102.65259999999996,,,
2011-06-30,1.36,-0.4715714285714286,,104.83479999999996,,,
2011-07-01,0.82,-0.46900000000000003,,108.53479999999996,,,
2011-07-02,0.74,-0.4784285714285712,,111.03479999999996,,,
2011-07-03,0.72,-0.4881428571428569,,115.23479999999996,,,
2011-07-04,,-0.4938571428571427,,119.73479999999996,,,
2011-07-05,,-0.5057142857142857,,119.25939999999997,,,
2011-07-06,,-0.5169999999999998,,122.14009999999998,,,
2011-07-07,,-0.5200000000000002,,124.73549999999997,,,
2011-07-08,,-0.5248571428571428,,124.92489999999998,,,
2011-07-09,,-0.5459999999999996,,127.05029999999998,,,
2011-07-10,,-0.558142857142857,,130.5503,,,
2011-07-11,,-0.5578571428571427,,101.6253,,,
2011-07-12,0.46,-0.47057142857142853,,102.8183,,,
2011-07-13,3.96,-0.4089999999999997,,51.45429999999999,,,
2011-07-14,4.92,-0.11199999999999985,,52.03919999999999,,,
2011-07-15,16.55,-0.11371428571428563,,40.18399999999998,,,
2011-07-16,6.33,-0.007428571428571245,,39.57569999999998,,,
2011-07-17,8.46,-0.04628571428571414,,41.272699999999986,,,
2011-07-18,5.3,-0.07585714285714294,,41.74519999999998,,,
2011-07-19,3.12,-0.10657142857142851,,43.634999999999984,,,
2011-07-20,2.33,-0.12200000000000001,,43.07579999999999,,,
2011-07-21,2.03,-0.11771428571428581,,44.63239999999999,,,
2011-07-22,1.97,-0.12271428571428546,,44.63439999999999,,,
2011-07-23,1.81,-0.1258571428571429,,43.06889999999999,,,
2011-07-24,1.67,-0.13928571428571423,,43.73489999999999,,,
2011-07-25,1.67,-0.16528571428571429,,46.73409999999999,,,
2011-07-26,1.29,-0.1805714285714286,,41.85719999999999,,,
2011-07-27,1.23,-0.16214285714285687,,27.40339999999999,,,
2011-07-28,1.5,-0.0891428571428571,,29.80339999999999,,,
2011-07-29,4.7,-0.10242857142857138,,31.80339999999999,,,
2011-07-30,2.51,-0.11928571428571415,,32.90339999999999,,,
2011-07-31,1.79,-0.14185714285714277,,34.80339999999999,,,
2011-08-01,1.47,-0.16542857142857123,,39.18129999999999,,,
2011-08-02,1.27,-0.18199999999999975,,42.371399999999994,,,
2011-08-03,1.08,-0.19328571428571387,,41.3563,,,
2011-08-04,0.94,-0.21071428571428555,,44.9563,,,
2011-08-05,0.89,-0.20542857142857127,,41.0253,,,
2011-08-06,0.97,-0.22271428571428536,,42.4722,,,
2011-08-07,1.05,-0.22700000000000006,,36.7578,,,
2011-08-08,0.94,-0.20900000000000002,,30.6991,,,
2011-08-09,1.8,-0.1898571428571428,,32.4981,,,
2011-08-10,1.47,-0.19714285714285712,,34.2673,,,
2011-08-11,1.07,-0.21828571428571383,,36.6307,,,
2011-08-12,0.92,-0.2277142857142855,,36.7099,,,
2011-08-13,0.97,-0.1982857142857144,,26.273699999999998,,,
2011-08-14,1.3,-0.1945714285714282,,27.473699999999997,,,
2011-08-15,2.38,-0.19828571428571426,,30.093899999999998,,,
2011-08-16,1.27,-0.21914285714285686,,33.2788,,,
2011-08-17,1.11,-0.23057142857142818,,31.274899999999995,,,
2011-08-18,1.01,-0.2627142857142854,,32.9488,,,
2011-08-19,0.96,-0.27114285714285685,,36.4488,,,
2011-08-20,1.14,-0.26928571428571413,,39.8253,,,
2011-08-21,0.86,-0.2937142857142856,,39.7881,,,
2011-08-22,0.78,-0.26285714285714284,,31.1804,,,
2011-08-23,0.86,-0.2585714285714285,,30.7351,,,
2011-08-24,1.32,-0.23371428571428549,,30.6677,,,
2011-08-25,1.29,-0.21128571428571444,,27.7393,,,
2011-08-26,1.24,-0.23171428571428582,,25.8694,,,
2011-08-27,1.51,-0.2445714285714284,,25.438,,,
2011-08-28,1.18,-0.2621428571428571,,25.514,,,
2011-08-29,1.04,-0.2699999999999997,,26.658,,,
2011-08-30,1.01,-0.2679999999999999,,27.958000000000002,,,
2011-08-31,0.96,-0.2839999999999999,,29.458000000000002,,,
